"Country","Region","City","Organization","Room","URL","Address","Lat","Lng","GmapsName","GmapsId","GmapsPlaceId"
"CA","Ontario","Scarborough","Escape Mission","Time Travel","http://www.triango.ca/","11 Progress Ave #2, Scarborough, ON M1P 4S7, Canada",43.7694457,-79.28050759999999,"Mission45 Room Escape","7c8560eec0b4ef7dacffc426c8a022f0c3d4abb2","ChIJiwJrDQ3R1IkRknilWILGFFE"
"CA","Ontario","Scarborough","Escape Mission","Great Pharaohs","http://www.triango.ca/","11 Progress Ave #2, Scarborough, ON M1P 4S7, Canada",43.7694457,-79.28050759999999,"Mission45 Room Escape","7c8560eec0b4ef7dacffc426c8a022f0c3d4abb2","ChIJiwJrDQ3R1IkRknilWILGFFE"
"CA","Ontario","Scarborough","Mayze","The Truth of Osaka High","http://mayzegames.ca/","2210 Markham Rd #3, Scarborough, ON M1B 5V6, Canada",43.809241,-79.244434,"Mayze Games","445a550c9f2944aa595d382cbbec1a3c1f5909fe","ChIJ4y6CLdbQ1IkR3KQRYjYPN7I"
"CA","Ontario","Scarborough","Mayze","Escape with Usavich","http://mayzegames.ca/","2210 Markham Rd #3, Scarborough, ON M1B 5V6, Canada",43.809241,-79.244434,"Mayze Games","445a550c9f2944aa595d382cbbec1a3c1f5909fe","ChIJ4y6CLdbQ1IkR3KQRYjYPN7I"
"CA","Ontario","Scarborough","Mission 45","Nuclear Crisis","http://mission45.com/","11 Progress Ave #2, Scarborough, ON M1P 4S7, Canada",43.7694457,-79.28050759999999,"Mission45 Room Escape","7c8560eec0b4ef7dacffc426c8a022f0c3d4abb2","ChIJiwJrDQ3R1IkRknilWILGFFE"
"CA","Ontario","Scarborough","Mission 45","Tomb Raider","http://mission45.com/","11 Progress Ave #2, Scarborough, ON M1P 4S7, Canada",43.7694457,-79.28050759999999,"Mission45 Room Escape","7c8560eec0b4ef7dacffc426c8a022f0c3d4abb2","ChIJiwJrDQ3R1IkRknilWILGFFE"
"CA","Ontario","Scarborough","Mission 45","Curse of the Pharaohs","http://mission45.com/","11 Progress Ave #2, Scarborough, ON M1P 4S7, Canada",43.7694457,-79.28050759999999,"Mission45 Room Escape","7c8560eec0b4ef7dacffc426c8a022f0c3d4abb2","ChIJiwJrDQ3R1IkRknilWILGFFE"
"CA","Ontario","Scarborough","Mission 45","Prison Break","http://mission45.com/","11 Progress Ave #2, Scarborough, ON M1P 4S7, Canada",43.7694457,-79.28050759999999,"Mission45 Room Escape","7c8560eec0b4ef7dacffc426c8a022f0c3d4abb2","ChIJiwJrDQ3R1IkRknilWILGFFE"
"CA","Ontario","Scarborough","XSpace","Castle Escape","http://www.505xspace.com/","","","","","",""
"CA","Ontario","Scarborough","XSpace","Forest Escape","http://www.505xspace.com/","","","","","",""
"CA","Ontario","Scarborough","XSpace","Prison Escape","http://www.505xspace.com/","","","","","",""
"CA","Ontario","Scarborough","XSpace","The Tomb Escape","http://www.505xspace.com/","","","","","",""
"CA","Ontario","South Sarnia","Sarnia Escape","Willy Wonka","http://www.sarniaescape.com/","260 Indian Rd S unit 113, Sarnia, ON N7T 3W4, Canada",42.964776,-82.3754873,"Sarnia Escape","dd433e91f09028ac3c0a554d089f5b6217a48ebd","ChIJbXP61yWDJYgRtdKjq8j6Two"
"CA","Ontario","South Sarnia","Sarnia Escape","Dragon's Den","http://www.sarniaescape.com/","260 Indian Rd S unit 113, Sarnia, ON N7T 3W4, Canada",42.964776,-82.3754873,"Sarnia Escape","dd433e91f09028ac3c0a554d089f5b6217a48ebd","ChIJbXP61yWDJYgRtdKjq8j6Two"
"CA","Ontario","South Sarnia","Sarnia Escape","Escape the Attic","http://www.sarniaescape.com/","260 Indian Rd S unit 113, Sarnia, ON N7T 3W4, Canada",42.964776,-82.3754873,"Sarnia Escape","dd433e91f09028ac3c0a554d089f5b6217a48ebd","ChIJbXP61yWDJYgRtdKjq8j6Two"
"CA","Ontario","South Sarnia","Sarnia Escape","Break the Casino Vault","http://www.sarniaescape.com/","260 Indian Rd S unit 113, Sarnia, ON N7T 3W4, Canada",42.964776,-82.3754873,"Sarnia Escape","dd433e91f09028ac3c0a554d089f5b6217a48ebd","ChIJbXP61yWDJYgRtdKjq8j6Two"
"CA","Ontario","St. Catharines","The Hour","Emma's Disappearance","http://thehourstcatharines.com/","400 St Paul St, St. Catharines, ON L2R 3N2, Canada",43.1606353,-79.2408177,"The Hour St Catharines","c22e084b0248c454c4be3c0e3774304e57cb8b3b","ChIJR0r_17JR04kR8n9WDWWiSdU"
"CA","Ontario","St. Catharines","The Hour","Jail Break","http://thehourstcatharines.com/","400 St Paul St, St. Catharines, ON L2R 3N2, Canada",43.1606353,-79.2408177,"The Hour St Catharines","c22e084b0248c454c4be3c0e3774304e57cb8b3b","ChIJR0r_17JR04kR8n9WDWWiSdU"
"CA","Ontario","St. Catharines","The Hour","Mutiny at the Hour","http://thehourstcatharines.com/","400 St Paul St, St. Catharines, ON L2R 3N2, Canada",43.1606353,-79.2408177,"The Hour St Catharines","c22e084b0248c454c4be3c0e3774304e57cb8b3b","ChIJR0r_17JR04kR8n9WDWWiSdU"
"CA","Ontario","St. Catharines","The Hour","The Lost Ones","http://thehourstcatharines.com/","400 St Paul St, St. Catharines, ON L2R 3N2, Canada",43.1606353,-79.2408177,"The Hour St Catharines","c22e084b0248c454c4be3c0e3774304e57cb8b3b","ChIJR0r_17JR04kR8n9WDWWiSdU"
"CA","Ontario","Tilbury","Escape at KRG","The Jail Cell","http://www.escapeatkrg.com/","50 Queen St N, Tilbury, ON N0P 2L0, Canada",42.2604134,-82.4318347,"Escape at KRG","95451aa102cba7ac66788e4c20e6965999333ae3","ChIJTVs0zaqzOogR7l13oDQEO50"
"CA","Ontario","Toronto","Captive","Dracula's Library","http://captiverooms.com/","43 Elm St #200, Toronto, ON M5G 1H1, Canada",43.6571929,-79.38367339999999,"Captive Escape Rooms Downtown Toronto","29c57360b4ee0fd88c9567e3a392d9c820bf7a07","ChIJz0ZnXMo0K4gReE_q2gjT1UA"
"CA","Ontario","Toronto","Captive","Charlotte","http://captiverooms.com/","43 Elm St #200, Toronto, ON M5G 1H1, Canada",43.6571929,-79.38367339999999,"Captive Escape Rooms Downtown Toronto","29c57360b4ee0fd88c9567e3a392d9c820bf7a07","ChIJz0ZnXMo0K4gReE_q2gjT1UA"
"CA","Ontario","Toronto","Captive","The Surgeon","http://captiverooms.com/","43 Elm St #200, Toronto, ON M5G 1H1, Canada",43.6571929,-79.38367339999999,"Captive Escape Rooms Downtown Toronto","29c57360b4ee0fd88c9567e3a392d9c820bf7a07","ChIJz0ZnXMo0K4gReE_q2gjT1UA"
"CA","Ontario","Toronto","Escape Station","Spaceship Command","http://escapestation.ca/","2252 Queen Street East, 2nd Floor, Toronto, ON M4E 1G2, Canada",43.6730785,-79.2867219,"Escape Station","aa1589f7c301585774185d27341c47b798f27d74","ChIJIzGs0KvO1IkRMFirjcvDVmg"
"CA","Ontario","Toronto","Escape Station","Police Interrogation","http://escapestation.ca/","2252 Queen Street East, 2nd Floor, Toronto, ON M4E 1G2, Canada",43.6730785,-79.2867219,"Escape Station","aa1589f7c301585774185d27341c47b798f27d74","ChIJIzGs0KvO1IkRMFirjcvDVmg"
"CA","Ontario","Toronto","Escape Station","Museum Heist","http://escapestation.ca/","2252 Queen Street East, 2nd Floor, Toronto, ON M4E 1G2, Canada",43.6730785,-79.2867219,"Escape Station","aa1589f7c301585774185d27341c47b798f27d74","ChIJIzGs0KvO1IkRMFirjcvDVmg"
"CA","Ontario","Toronto","Escape Station","Secret Agent","http://escapestation.ca/","2252 Queen Street East, 2nd Floor, Toronto, ON M4E 1G2, Canada",43.6730785,-79.2867219,"Escape Station","aa1589f7c301585774185d27341c47b798f27d74","ChIJIzGs0KvO1IkRMFirjcvDVmg"
"CA","Ontario","Toronto","EscapeZone","Da Vinci Code","http://www.escapezonetoronto.com/","2, 388 Spadina Ave, Toronto, ON M5T 2G5, Canada",43.6554812,-79.39932639999999,"EscapeZone","c1e840cab1026add680650944f40bd2666a5b34e","ChIJgXoD2MM0K4gRvU0wCEBi3_k"
"CA","Ontario","Toronto","EscapeZone","The Billiard Room Murder","http://www.escapezonetoronto.com/","2, 388 Spadina Ave, Toronto, ON M5T 2G5, Canada",43.6554812,-79.39932639999999,"EscapeZone","c1e840cab1026add680650944f40bd2666a5b34e","ChIJgXoD2MM0K4gRvU0wCEBi3_k"
"CA","Ontario","Toronto","EscapeZone","The Black Room","http://www.escapezonetoronto.com/","2, 388 Spadina Ave, Toronto, ON M5T 2G5, Canada",43.6554812,-79.39932639999999,"EscapeZone","c1e840cab1026add680650944f40bd2666a5b34e","ChIJgXoD2MM0K4gRvU0wCEBi3_k"
"CA","Ontario","Toronto","EscapeZone","Biohazard","http://www.escapezonetoronto.com/","2, 388 Spadina Ave, Toronto, ON M5T 2G5, Canada",43.6554812,-79.39932639999999,"EscapeZone","c1e840cab1026add680650944f40bd2666a5b34e","ChIJgXoD2MM0K4gRvU0wCEBi3_k"
"CA","Ontario","Toronto","Exit Out Escape Warehouse","The Glamorous Monroe Kidnap","http://www.exitoutgta.com/","653 McCowan Rd, Scarborough, ON M1J 1K2, Canada",43.7539654,-79.2442721,"Exit Out Escape Warehouse","2098cd376c774533bea6e4359380168e1b9a3fa1","ChIJwV8aRTPQ1IkRe2Ib8QJ99Qk"
"CA","Ontario","Toronto","Exit Out Escape Warehouse","The Asylum","http://www.exitoutgta.com/","653 McCowan Rd, Scarborough, ON M1J 1K2, Canada",43.7539654,-79.2442721,"Exit Out Escape Warehouse","2098cd376c774533bea6e4359380168e1b9a3fa1","ChIJwV8aRTPQ1IkRe2Ib8QJ99Qk"
"CA","Ontario","Toronto","Exit Out Escape Warehouse","Reality Lotto","http://www.exitoutgta.com/","653 McCowan Rd, Scarborough, ON M1J 1K2, Canada",43.7539654,-79.2442721,"Exit Out Escape Warehouse","2098cd376c774533bea6e4359380168e1b9a3fa1","ChIJwV8aRTPQ1IkRe2Ib8QJ99Qk"
"CA","Ontario","Toronto","iEscaped","Defuse","http://www.iescaped.com/","5927 Yonge Street #205, Toronto, ON M2M 3V7, Canada",43.78726359999999,-79.4169616,"iEscaped","ba4f6c5ff449d367e5d2428073a0d6d3ffd74fea","ChIJSZYdrAUtK4gRzEaEtceFb4k"
"CA","Ontario","Toronto","iEscaped","Abandoned","http://www.iescaped.com/","5927 Yonge Street #205, Toronto, ON M2M 3V7, Canada",43.78726359999999,-79.4169616,"iEscaped","ba4f6c5ff449d367e5d2428073a0d6d3ffd74fea","ChIJSZYdrAUtK4gRzEaEtceFb4k"
"CA","Ontario","Toronto","iEscaped","Viva Las Vegas","http://www.iescaped.com/","5927 Yonge Street #205, Toronto, ON M2M 3V7, Canada",43.78726359999999,-79.4169616,"iEscaped","ba4f6c5ff449d367e5d2428073a0d6d3ffd74fea","ChIJSZYdrAUtK4gRzEaEtceFb4k"
"CA","Ontario","Toronto","iEscaped","Space","http://www.iescaped.com/","5927 Yonge Street #205, Toronto, ON M2M 3V7, Canada",43.78726359999999,-79.4169616,"iEscaped","ba4f6c5ff449d367e5d2428073a0d6d3ffd74fea","ChIJSZYdrAUtK4gRzEaEtceFb4k"
"CA","Ontario","Toronto","Looking Glass Adventures","Escape the Danforth","http://www.lookingglassadventures.com/","2200 Danforth Ave, Toronto, ON M4C 1K3, Canada",43.6865264,-79.30991499999999,"Looking Glass Adventures","72c3411546a6e944b833f28c92908eaaf4aa9fe3","ChIJldaUiG_M1IkRRTKFZRFqSHc"
"CA","Ontario","Toronto","Lost Canada","The Return of Nemesis","http://lostcanada.co/","685 Queen St W #2/F, Toronto, ON M6J 1E6, Canada",43.64689339999999,-79.4049088,"Lost Canada","cb89fb297fb5dabfcd731d5ed3c30d8cace36ead","ChIJ9Rj7Mec0K4gRFkgTpnNixs8"
"CA","Ontario","Toronto","Lost Canada","The Gallery Codex","http://lostcanada.co/","685 Queen St W #2/F, Toronto, ON M6J 1E6, Canada",43.64689339999999,-79.4049088,"Lost Canada","cb89fb297fb5dabfcd731d5ed3c30d8cace36ead","ChIJ9Rj7Mec0K4gRFkgTpnNixs8"
"CA","Ontario","Toronto","Lost Canada","The Lost Den","http://lostcanada.co/","685 Queen St W #2/F, Toronto, ON M6J 1E6, Canada",43.64689339999999,-79.4049088,"Lost Canada","cb89fb297fb5dabfcd731d5ed3c30d8cace36ead","ChIJ9Rj7Mec0K4gRFkgTpnNixs8"
"CA","Ontario","Toronto","Lost Canada","Aching Time of Pi","http://lostcanada.co/","685 Queen St W #2/F, Toronto, ON M6J 1E6, Canada",43.64689339999999,-79.4049088,"Lost Canada","cb89fb297fb5dabfcd731d5ed3c30d8cace36ead","ChIJ9Rj7Mec0K4gRFkgTpnNixs8"
"CA","Ontario","Toronto","Lost Canada","The Royal Cemetery","http://lostcanada.co/","685 Queen St W #2/F, Toronto, ON M6J 1E6, Canada",43.64689339999999,-79.4049088,"Lost Canada","cb89fb297fb5dabfcd731d5ed3c30d8cace36ead","ChIJ9Rj7Mec0K4gRFkgTpnNixs8"
"CA","Ontario","Toronto","Mysterious Minds","Mysterious Minds","http://www.mysteriousminds.ca/","322 Bloor Street West, 3rd Floor - Suite A, Toronto, ON M5S 1W5, Canada",43.666967,-79.403382,"Mysterious Minds Escape Rooms","10f22380352118b14ca67d4b81354428dc79ade6","ChIJHUxYJJY0K4gREEVgDaTnKNk"
"CA","Ontario","Toronto","Mysterious Minds Escape Rooms","Moonshine Mile","http://www.mysteriousminds.ca/","322 Bloor Street West, 3rd Floor - Suite A, Toronto, ON M5S 1W5, Canada",43.666967,-79.403382,"Mysterious Minds Escape Rooms","10f22380352118b14ca67d4b81354428dc79ade6","ChIJHUxYJJY0K4gREEVgDaTnKNk"
"CA","Ontario","Toronto","Mysterious Minds Escape Rooms","Gold Rush","http://www.mysteriousminds.ca/","322 Bloor Street West, 3rd Floor - Suite A, Toronto, ON M5S 1W5, Canada",43.666967,-79.403382,"Mysterious Minds Escape Rooms","10f22380352118b14ca67d4b81354428dc79ade6","ChIJHUxYJJY0K4gREEVgDaTnKNk"
"CA","Ontario","Toronto","Mysterious Minds Escape Rooms","Missing List","http://www.mysteriousminds.ca/","322 Bloor Street West, 3rd Floor - Suite A, Toronto, ON M5S 1W5, Canada",43.666967,-79.403382,"Mysterious Minds Escape Rooms","10f22380352118b14ca67d4b81354428dc79ade6","ChIJHUxYJJY0K4gREEVgDaTnKNk"
"CA","Ontario","Toronto","Mystery Room","Space Odyssey","http://mysteryroomonline.com/zones/space-odessey","1140 Sheppard Avenue West,Suite 18, Toronto, ON M3K 2A2, Canada",43.75317449999999,-79.4679554,"Mystery Room","824227d4b27a27bbc55ac9b7984aeb27368870ce","ChIJx-NF3wIyK4gRayPjIOaeuB8"
"CA","Ontario","Toronto","Mystery Room","Tomb Explorer","http://mysteryroomonline.com/zones/tomb-raider","1140 Sheppard Avenue West,Suite 18, Toronto, ON M3K 2A2, Canada",43.75317449999999,-79.4679554,"Mystery Room","824227d4b27a27bbc55ac9b7984aeb27368870ce","ChIJx-NF3wIyK4gRayPjIOaeuB8"
"CA","Ontario","Toronto","Red Button Rooms","The Psychologist's Wife","http://www.redbuttonrooms.com/","545 King St W, Toronto, ON M5V 1M1, Canada",43.6445031,-79.39881079999999,"Red Button Escape Rooms","1ce3a40b25986bef555e125152cff405107385b4","ChIJG2wr6t40K4gRhcr-rSqTjHs"
"CA","Ontario","Toronto","Riddle Room","Framed","http://www.riddleroom.ca/","2, 579 Yonge St, Toronto, ON M4Y 1Z2, Canada",43.665701,-79.384761,"Riddle Room","51cb2ced035de33d3d09dd1697139e47208a872d","ChIJyafIy7M0K4gRGMFPRA-GPrs"
"CA","Ontario","Toronto","Riddle Room","Luci's Room","http://www.riddleroom.ca/","2, 579 Yonge St, Toronto, ON M4Y 1Z2, Canada",43.665701,-79.384761,"Riddle Room","51cb2ced035de33d3d09dd1697139e47208a872d","ChIJyafIy7M0K4gRGMFPRA-GPrs"
"CA","Ontario","Toronto","Riddle Room","Missing Anatomy","http://www.riddleroom.ca/","2, 579 Yonge St, Toronto, ON M4Y 1Z2, Canada",43.665701,-79.384761,"Riddle Room","51cb2ced035de33d3d09dd1697139e47208a872d","ChIJyafIy7M0K4gRGMFPRA-GPrs"
"CA","Ontario","Toronto","Riddle Room","Static","http://www.riddleroom.ca/","2, 579 Yonge St, Toronto, ON M4Y 1Z2, Canada",43.665701,-79.384761,"Riddle Room","51cb2ced035de33d3d09dd1697139e47208a872d","ChIJyafIy7M0K4gRGMFPRA-GPrs"
"CA","Ontario","Toronto","Roundabout","Butcher's Basement","http://www.roundaboutcanada.com/","2nd Floor, 330 Yonge St, Toronto, ON M5B 1R8, Canada",43.65729810000001,-79.38161649999999,"Roundabout","1acef7ae737bc3e675f75f946a02250e45f021f9","ChIJS_XtwMo0K4gRyYTN0eXKUe4"
"CA","Ontario","Toronto","Roundabout","Back to the Mummy","http://www.roundaboutcanada.com/","2nd Floor, 330 Yonge St, Toronto, ON M5B 1R8, Canada",43.65729810000001,-79.38161649999999,"Roundabout","1acef7ae737bc3e675f75f946a02250e45f021f9","ChIJS_XtwMo0K4gRyYTN0eXKUe4"
"CA","Ontario","Toronto","Roundabout","Diamond Creed","http://www.roundaboutcanada.com/","2nd Floor, 330 Yonge St, Toronto, ON M5B 1R8, Canada",43.65729810000001,-79.38161649999999,"Roundabout","1acef7ae737bc3e675f75f946a02250e45f021f9","ChIJS_XtwMo0K4gRyYTN0eXKUe4"
"CA","Ontario","Toronto","Roundabout","Final Destination","http://www.roundaboutcanada.com/","2nd Floor, 330 Yonge St, Toronto, ON M5B 1R8, Canada",43.65729810000001,-79.38161649999999,"Roundabout","1acef7ae737bc3e675f75f946a02250e45f021f9","ChIJS_XtwMo0K4gRyYTN0eXKUe4"
"CA","Ontario","Toronto","Roundabout","The Prisoner","http://www.roundaboutcanada.com/","2nd Floor, 330 Yonge St, Toronto, ON M5B 1R8, Canada",43.65729810000001,-79.38161649999999,"Roundabout","1acef7ae737bc3e675f75f946a02250e45f021f9","ChIJS_XtwMo0K4gRyYTN0eXKUe4"
"CA","Ontario","Toronto","Secret City Adventures","Escape from the Tower","https://www.escapecasaloma.com/escape-from-the-tower/","81 Huron St, Toronto, ON M5T 2A8, Canada",43.6538573,-79.3960762,"Secret City Adventures","fc6f4487251f5f12cdb2111c761a8acaaf7c0ae6","ChIJHWyha8Q0K4gRYHrrJrLPHfY"
"CA","Ontario","Toronto","Secret City Adventures","King of the Bootleggers","https://www.escapecasaloma.com/king-of-the-bootleggers/","81 Huron St, Toronto, ON M5T 2A8, Canada",43.6538573,-79.3960762,"Secret City Adventures","fc6f4487251f5f12cdb2111c761a8acaaf7c0ae6","ChIJHWyha8Q0K4gRYHrrJrLPHfY"
"CA","Ontario","Toronto","Secret City Adventures","Escape from the Red Room","https://www.secretcityadventures.com/games/escape-from-the-red-room/","81 Huron St, Toronto, ON M5T 2A8, Canada",43.6538573,-79.3960762,"Secret City Adventures","fc6f4487251f5f12cdb2111c761a8acaaf7c0ae6","ChIJHWyha8Q0K4gRYHrrJrLPHfY"
"CA","Ontario","Toronto","Secret City Adventures","The Trial of the Mad Fox Society","https://www.secretcityadventures.com/games/madfoxsociety/","81 Huron St, Toronto, ON M5T 2A8, Canada",43.6538573,-79.3960762,"Secret City Adventures","fc6f4487251f5f12cdb2111c761a8acaaf7c0ae6","ChIJHWyha8Q0K4gRYHrrJrLPHfY"
"CA","Ontario","Toronto","Secret City Adventures","Escape from the Time Travel Lab","https://www.secretcityadventures.com/games/escape-from-the-time-travel-lab/","81 Huron St, Toronto, ON M5T 2A8, Canada",43.6538573,-79.3960762,"Secret City Adventures","fc6f4487251f5f12cdb2111c761a8acaaf7c0ae6","ChIJHWyha8Q0K4gRYHrrJrLPHfY"
"CA","Ontario","Toronto","Secret City Adventures","Station M","https://www.escapecasaloma.com/station-m/","81 Huron St, Toronto, ON M5T 2A8, Canada",43.6538573,-79.3960762,"Secret City Adventures","fc6f4487251f5f12cdb2111c761a8acaaf7c0ae6","ChIJHWyha8Q0K4gRYHrrJrLPHfY"
"CA","Ontario","Toronto","Secret City Adventures","The Secret of Station House No. 4","http://www.secretcityadventures.com/murdoch/","81 Huron St, Toronto, ON M5T 2A8, Canada",43.6538573,-79.3960762,"Secret City Adventures","fc6f4487251f5f12cdb2111c761a8acaaf7c0ae6","ChIJHWyha8Q0K4gRYHrrJrLPHfY"
"CA","Ontario","Toronto","Studio Escapes","Revenge in the Dressing Room","http://www.studioescapes.com/","22 Capreol Ct, Toronto, ON M5V, Canada",43.6406015,-79.39600879999999,"Toronto Escape Property Management Inc.","871acc892551f72860505373c79e0bf7f3761aec","ChIJA-A0XCc1K4gRL_yJ0UU4YNs"
"CA","Ontario","Toronto","Studio Escapes","Locked in the Theatre","http://www.studioescapes.com/","22 Capreol Ct, Toronto, ON M5V, Canada",43.6406015,-79.39600879999999,"Toronto Escape Property Management Inc.","871acc892551f72860505373c79e0bf7f3761aec","ChIJA-A0XCc1K4gRL_yJ0UU4YNs"
"CA","Ontario","Toronto","The Great Escape Canada","The First Endeavour","http://www.thegreatescapecanada.com/","165 Geary Avenue, Toronto, ON M6H 2B8, Canada",43.6698653,-79.4361771,"The Great Escape Canada","5fc9259caaf807748a13f9bd9cb93dd74711e3b0","ChIJUSuHYW80K4gR_SVrHTMVGcs"
"CA","Ontario","Toronto","The Great Escape Canada","The Hangover","http://www.thegreatescapecanada.com/","165 Geary Avenue, Toronto, ON M6H 2B8, Canada",43.6698653,-79.4361771,"The Great Escape Canada","5fc9259caaf807748a13f9bd9cb93dd74711e3b0","ChIJUSuHYW80K4gR_SVrHTMVGcs"
"CA","Ontario","Toronto","The Great Escape Canada","The Haunting","http://www.thegreatescapecanada.com/","165 Geary Avenue, Toronto, ON M6H 2B8, Canada",43.6698653,-79.4361771,"The Great Escape Canada","5fc9259caaf807748a13f9bd9cb93dd74711e3b0","ChIJUSuHYW80K4gR_SVrHTMVGcs"
"CA","Ontario","Toronto","Trapped!","Diamond Heist","http://www.trapped-toronto.com/","116 Dundas St W, 2nd Floor, Toronto, ON M5G 1C3, Canada",43.655731,-79.38436,"Trapped!","85f5e0c076d956022787dcabeda61113339b1be1","ChIJJRMQucs0K4gROX50EADArsQ"
"CA","Ontario","Toronto","Trapped!","Claustrophobia","http://www.trapped-toronto.com/","116 Dundas St W, 2nd Floor, Toronto, ON M5G 1C3, Canada",43.655731,-79.38436,"Trapped!","85f5e0c076d956022787dcabeda61113339b1be1","ChIJJRMQucs0K4gROX50EADArsQ"
"CA","Ontario","Toronto","Trapped!","Pandemic","http://www.trapped-toronto.com/","116 Dundas St W, 2nd Floor, Toronto, ON M5G 1C3, Canada",43.655731,-79.38436,"Trapped!","85f5e0c076d956022787dcabeda61113339b1be1","ChIJJRMQucs0K4gROX50EADArsQ"
"CA","Ontario","Toronto","","Escape Rooms in Toronto","http://escapistto.wordpress.com/","Toronto, ON, Canada",43.653226,-79.3831843,"Toronto","9cdc0b86ce6052ab269593184e7762372e698584","ChIJpTvG15DL1IkRd8S0KlBVNTI"
"CA","Ontario","Toronto","","Esc Room Addict","http://escroomaddict.com/","Toronto, ON, Canada",43.653226,-79.3831843,"Toronto","9cdc0b86ce6052ab269593184e7762372e698584","ChIJpTvG15DL1IkRd8S0KlBVNTI"
"CA","Ontario","Toronto","","The Codex","http://thecodex.ca/","Toronto, ON, Canada",43.653226,-79.3831843,"Toronto","9cdc0b86ce6052ab269593184e7762372e698584","ChIJpTvG15DL1IkRd8S0KlBVNTI"
"CA","Ontario","Toronto","","Escape Games Review","http://torontoescapegames.wordpress.com/","Toronto, ON, Canada",43.653226,-79.3831843,"Toronto","9cdc0b86ce6052ab269593184e7762372e698584","ChIJpTvG15DL1IkRd8S0KlBVNTI"
"CA","Ontario","Toronto","","Escape Reviewer","http://www.escapereviewer.com/","Toronto, ON, Canada",43.653226,-79.3831843,"Toronto","9cdc0b86ce6052ab269593184e7762372e698584","ChIJpTvG15DL1IkRd8S0KlBVNTI"
"CA","Ontario","Toronto","","Escapers 4G","http://www.escapers4g.com/","Toronto, ON, Canada",43.653226,-79.3831843,"Toronto","9cdc0b86ce6052ab269593184e7762372e698584","ChIJpTvG15DL1IkRd8S0KlBVNTI"
"CA","Ontario","Toronto","","Room Escape Divas","http://www.inversegenius.com/roomescapedivas","Toronto, ON, Canada",43.653226,-79.3831843,"Toronto","9cdc0b86ce6052ab269593184e7762372e698584","ChIJpTvG15DL1IkRd8S0KlBVNTI"
"CA","Ontario","Waterloo","Complex Rooms","The Collection","https://complexrooms.com/","620 Davenport Rd Unit 33, Waterloo, ON N2V 2G2, Canada",43.50402090000001,-80.5286694,"Complex Rooms","7db612c110832c7cafa2bbee4750b3cc0714aca3","ChIJufLTQc_zK4gRdACvreQVdkI"
"CA","Ontario","Waterloo","Complex Rooms","Heroes of the Land","https://complexrooms.com/","620 Davenport Rd Unit 33, Waterloo, ON N2V 2G2, Canada",43.50402090000001,-80.5286694,"Complex Rooms","7db612c110832c7cafa2bbee4750b3cc0714aca3","ChIJufLTQc_zK4gRdACvreQVdkI"
"CA","Ontario","Waterloo","Escape Matrix","Zombie Lab","http://www.escapematrix.com/","57 Lodge St, Waterloo, ON N2J 2B6, Canada",43.474261,-80.521417,"Escape Matrix","72db03bd803a29c8ba81eb7b52c68ed64c408523","ChIJIQ43sorzK4gR9NO9QoiAgAQ"
"CA","Ontario","Waterloo","Escape Matrix","Demon Hotel","http://www.escapematrix.com/","57 Lodge St, Waterloo, ON N2J 2B6, Canada",43.474261,-80.521417,"Escape Matrix","72db03bd803a29c8ba81eb7b52c68ed64c408523","ChIJIQ43sorzK4gR9NO9QoiAgAQ"
"CA","Ontario","Waterloo","The Ultimate Escape","Aunt Gertrude's Gazillions","http://www.kwescape.ca/","1-105 Lexington Rd, Waterloo, ON N2J 4R7, Canada",43.4867777,-80.5171897,"The Ultimate Escape","08b09ec9acdaf90d72dec61a6a2c66a46c0bd8c3","ChIJVZ_wkJPzK4gRGzJZ89iO_vI"
"CA","Ontario","Waterloo","The Ultimate Escape","The Curiousity Shoppe","http://www.kwescape.ca/","1-105 Lexington Rd, Waterloo, ON N2J 4R7, Canada",43.4867777,-80.5171897,"The Ultimate Escape","08b09ec9acdaf90d72dec61a6a2c66a46c0bd8c3","ChIJVZ_wkJPzK4gRGzJZ89iO_vI"
"CA","Ontario","Windsor","Exodus Escape Rooms","Vanished","http://www.exoduswindsor.com/","203-, 1501 Howard Ave, Windsor, ON N8X 3T5, Canada",42.3027728,-83.0203563,"Exodus Windsor Escape Rooms","49b6e6eecb29e4d402738275306efeaaffdf165a","ChIJ_8t3nPYsO4gRd0dLPAd2Ejo"
"CA","Ontario","Windsor","Exodus Escape Rooms","Amnesia","http://www.exoduswindsor.com/","203-, 1501 Howard Ave, Windsor, ON N8X 3T5, Canada",42.3027728,-83.0203563,"Exodus Windsor Escape Rooms","49b6e6eecb29e4d402738275306efeaaffdf165a","ChIJ_8t3nPYsO4gRd0dLPAd2Ejo"
"CA","Ontario","Windsor","Exodus Escape Rooms","Safecracker","http://www.exoduswindsor.com/","203-, 1501 Howard Ave, Windsor, ON N8X 3T5, Canada",42.3027728,-83.0203563,"Exodus Windsor Escape Rooms","49b6e6eecb29e4d402738275306efeaaffdf165a","ChIJ_8t3nPYsO4gRd0dLPAd2Ejo"
"CA","Ontario","Windsor","Hidden Trail Experiences","Mad Hatter's Unbirthday","http://www.hiddentrail.co/","3147 Tecumseh Rd E, Windsor, ON N8W 1G9, Canada",42.3039832,-82.98502769999999,"Hidden Trail Escape Rooms","349c4d2139afcf53a6c0d9b2596a523d9fde31d4","ChIJ--Q8TXorO4gRa-5PDPWWJYQ"
