Country,Region,City,Organization,Room,URL
GR,,Athens,Great Escape Rooms,Inception Escape Room,http://www.greatescape.gr/
GR,,Athens,Great Escape Rooms,Guantanamo Escape,http://www.greatescape.gr/
GR,,Athens,Great Escape Rooms,The Perfect Crime Escape Room,http://www.greatescape.gr/
GR,,Athens,Great Escape Rooms,The Survivor Escape Room,http://www.greatescape.gr/
GR,,Athens,Loopers,Minotaur,http://www.loopers.gr/
GR,,Athens,Loopers,Witchcraft,http://www.loopers.gr/
GR,,Athens,Loopers,Toy Story,http://www.loopers.gr/
GR,,Athens,Loopers,Terror in Chernobyl,http://www.loopers.gr/
GR,,Athens,Mister E,Smugglers Warehouse,http://mister-e.gr/
GR,,Athens,Mister E,Amnesia,http://mister-e.gr/
GR,,Athens,Sir Lock's House,Da Vinci Unlocked,http://www.sirlockshouse.gr/
GR,,Athens,Sir Lock's House,Titanic: The Final Hour,http://www.sirlockshouse.gr/
GR,,Athens,Sir Lock's House,Murder on Baker Street,http://www.sirlockshouse.gr/
GR,,Athens,The MindTrap,Evil Mansion,http://www.themindtrap.gr/
GR,,Athens,The MindTrap,Time Machine,http://www.themindtrap.gr/
GR,,Athens,The MindTrap,Insanity,http://www.themindtrap.gr/
GR,,Athens,The MindTrap,Lost Kingdom,http://www.themindtrap.gr/
GR,,Athens,The MindTrap,Mirror Mirror On the Wall,http://www.themindtrap.gr/
GR,,Athens,The MindTrap,Prisoners of Hope,http://www.themindtrap.gr/
GR,,Athens,TheLock,The Evil Nanny,http://www.thelock.gr/rooms/the-evil-nanny
GR,,Athens,Zero Hour,Toxicity,http://www.zerohour.gr/
GR,,Kozani,In & Out In 60 Minutes,Supernatural,http://www.inandoutin60min.gr/
GR,,Kozani,In & Out In 60 Minutes,Prison,http://www.inandoutin60min.gr/
GR,,Kozani,In & Out In 60 Minutes,Heist,http://www.inandoutin60min.gr/
GR,,Kozani,In & Out In 60 Minutes,Bomb,http://www.inandoutin60min.gr/
GR,,Nea Ionia,Escape the Box,The Haunted Box,http://www.escapethebox.gr/
GR,,Nea Ionia,Escape the Box,The Museum Box,http://www.escapethebox.gr/
GR,,Rhodes,My Escape Rhodes,The Conjuring,http://www.myescaperhodes.gr/
GR,,Rhodes,My Escape Rhodes,The Magic Forest,http://www.myescaperhodes.gr/
GR,,Rhodes,The Cage Rhodes,Lady Alex,http://www.thecage.gr/
GR,,Rhodes,The Cage Rhodes,Cabin in the Wood,http://www.thecage.gr/
GR,,Rhodes,The Cage Rhodes,Haunted,http://www.thecage.gr/
GR,,Rhodes,The Cage Rhodes,Spartans Temple,http://www.thecage.gr/
GR,,Thessaloniki,Brain Game,The Museum,http://www.braingame.gr/
GR,,Thessaloniki,Brain Game,Prison Madness,http://www.braingame.gr/
GR,,Thessaloniki,Brain Game,Save The General,http://www.braingame.gr/
GR,,Thessaloniki,Brain Game,The Antidote,http://www.braingame.gr/
GR,,Thessaloniki,Locked,The CSI Room,http://locked.gr/en/the-csi-room/
GR,,Thessaloniki,The Mindtrap,Insanity,http://www.themindtrap.gr/en/
GR,,Thessaloniki,The Mindtrap,The Final Lunch,http://www.themindtrap.gr/en/
GR,,Thessaloniki,The Mindtrap,The Wicklewood Heritage,http://www.themindtrap.gr/en/
GR,,Thessaloniki,The Mindtrap,Prisoners of Hope,http://www.themindtrap.gr/en/
GR,,Thessaloniki,The Mindtrap,Reflections,http://www.themindtrap.gr/en/
GR,,Thessaloniki,The Mindtrap,The Last Kingdom,http://www.themindtrap.gr/en/
GR,,Thessaloniki,The Mindtrap,The Evil Mansion,http://www.themindtrap.gr/en/
GR,,Thessaloniki,The Mindtrap,Time Machine,http://www.themindtrap.gr/en/
GR,,Thessaloniki,The Mindtrap,The Box,http://www.themindtrap.gr/en/
GR,,,,Escape Rooms in Greece,http://www.erig.gr/
GR,,,,Escapology,http://www.escapology.gr/
GR,,,,The Escape,http://www.theescape.gr/
GR,,,,EscapeAll,https://www.escapeall.gr/
GT,,Guatemala,Escape Quest,Sherlock,http://www.escapequest.com.gt/
GT,,Guatemala,Escape Quest,Prison Break,http://www.escapequest.com.gt/
HR,,Dubrovnik,Dubrovnik Escape Room,Alchemy Lab: In Search of Wildfire,http://www.dubrovnikescaperoom.com/
HR,,Dubrovnik,Respublica Obscura Escape Games,Libertas - Save the Republic,http://www.respublicaobscura.com/
HR,,Pula,Enigmarium,Black Widow,http://escape-room.hr/
HR,,Split,RoomEscape,Bunker,http://www.split.roomescape.hr/
HR,,Split,RoomEscape,Prison,http://www.split.roomescape.hr/
HR,,Zagreb,ClueGo,Mona Lisa Heist,http://www.cluego.eu/
HR,,Zagreb,ClueGo,Secret Agent: Operation Whitestone,http://www.cluego.eu/
HR,,Zagreb,Enigmarium,The Mysterious Case of the Zagreb Witch,http://enigmarium.hr/?lang=en
HR,,Zagreb,Escape Art,Robin Hood,https://www.escapeart.hr/
HR,,Zagreb,Escape Art,Dracula's Chambers,https://www.escapeart.hr/
HR,,Zagreb,Escape Room Arena,The Office of John Monroe,http://www.escape-arena.com/
HR,,Zagreb,Escape Room Arena,Mind Crime,http://www.escape-arena.com/
HR,,Zagreb,Escape Room Arena,The Lab of Dr. Lev Pasted,http://www.escape-arena.com/
HR,,Zagreb,Escape Room Arena,Secret Agent,http://www.escape-arena.com/
HR,,Zagreb,ExitGames,Tesla's Legacy,http://www.exitgames.hr/
HR,,Zagreb,ExitGames,Countess of Petrinjska Street,http://www.exitgames.hr/
HR,,Zagreb,Fox in a Box,Zombie Lab,http://www.zagreb.roomescape.hr/
HR,,Zagreb,Fox in a Box,Bunker,http://www.zagreb.roomescape.hr/
HR,,Zagreb,Fox in a Box,Bank Robbery,http://www.zagreb.roomescape.hr/
HR,,Zagreb,Labirintanje,The Secret of a Mad Scientist,http://www.labirintanje.com/
HR,,Zagreb,Portal Escape Zagreb,Black Queen's Castle,http://portalescape.com/en
HR,,Zagreb,Portal Escape Zagreb,Don Carlo's Secret,http://portalescape.com/en
HR,,Zagreb,Portal Escape Zagreb,Cubes,http://portalescape.com/en
HU,,Balatonlelle,Cseles Kelepce,Tricky Thief,http://www.cseleskelepce.hu/english
HU,,Balatonlelle,Cseles Kelepce,Dr. Alan Black's Room,http://www.cseleskelepce.hu/english
HU,,Budapest,77perc,Hansel and Gretel II,http://77perc.mesemisszio.eu/banya/jancsi-es-juliska-ii
HU,,Budapest,77perc,Justice of King Matthias,http://77perc.mesemisszio.eu/banya/matyas-kiraly-igazsaga
HU,,Budapest,77perc,Count of Monte Cristo,http://77perc.mesemisszio.eu/banya/monte-cristo-grofja
HU,,Budapest,77perc,Pinocchio in Prison,http://77perc.mesemisszio.eu/banya/pinokkio-bortone
HU,,Budapest,77perc,Little Red Riding Hood,http://77perc.mesemisszio.eu/banya/piroska-es-a-farkas
HU,,Budapest,77perc,Secret Game,http://77perc.mesemisszio.eu/banya/titkos-jatek
HU,,Budapest,Agyad Eldobod,Agyad Eldobod,http://www.agyadeldobod.hu/
HU,,Budapest,Al Capone - The Cleanup,Al Capone - The Cleanup,http://www.alcapone-arazzia.hu/
HU,,Budapest,Beszarsz,Beszarsz,http://www.beszarsz.net/
HU,,Budapest,Budapest Foglyai,Budapest Foglyai,http://budapestfoglyai.hu/
HU,,Budapest,Claustrophilia,Wicklewood Heritage,http://www.claustrophilia.hu/
HU,,Budapest,Code13,Code13,http://www.code13.hu/index.php?lang=eng
HU,,Budapest,Crazy Garage,"Steal the car, if you can",http://www.crazygarage.hu/home
HU,,Budapest,Emergency Exit,1984,https://szabadulos-jatek.hu/en/
HU,,Budapest,Emergency Exit,Terrible Circus,https://szabadulos-jatek.hu/en/
HU,,Budapest,Enigma,Enigma,http://www.szabadulosjatek.com/
HU,,Budapest,ESC,ESC,http://www.escgame.hu/
HU,,Budapest,Escape House,Escape House,http://escapehouse.hu/en/index
HU,,Budapest,Escape Zone,The Captive,http://escapezone.hu/en/the-captive/
HU,,Budapest,Escape Zone,The Labyrinth,http://escapezone.hu/en/the-labyrinth/
HU,,Budapest,EscapeMe,Bunker 1.0,http://www.escapeme.eu/
HU,,Budapest,Escaper,Safe House,http://www.escaper.hu/
HU,,Budapest,Exit the Room,Mind-Boggling,http://exittheroom.hu/mind-boggling
HU,,Budapest,Horrorlegends,Secrets of da Vinci,http://davincititkai.hu/
HU,,Budapest,Horrorlegends,Jack the Ripper,http://hasfelmetszo.hu/
HU,,Budapest,Kalózbarlang,Kalózbarlang,http://www.kalozbarlang.com/
HU,,Budapest,Key Question,Bonnie and Clyde,http://keyquestion.hu/bonnieandclyde/
HU,,Budapest,Key Question,Roaming Room,http://keyquestion.hu/roaming-room/
HU,,Budapest,Királyok Völgye,Királyok Völgye,http://kiralyokvolgye.hu/
HU,,Budapest,Kirobban,A Sládek titka,http://kirobban.hu/index.php/hu/sladek-fooldal/
HU,,Budapest,Lakat Alatt,Lakat Alatt,http://www.lakatalatt.hu/index_eng.php
HU,,Budapest,Locked Room Budapest,The Serial Killer,http://www.locked.hu/
HU,,Budapest,Locked Room Budapest,Surgery,http://www.locked.hu/
HU,,Budapest,Locked Room Budapest,The Secret Lab,http://www.locked.hu/
HU,,Budapest,Locked Room Budapest,Motel,http://www.locked.hu/
HU,,Budapest,Locked Room Budapest,Research Base,http://www.locked.hu/
HU,,Budapest,Locked Room Budapest,Bank Job,http://www.locked.hu/
HU,,Budapest,Logic Arena,Bank,http://www.szabadulojatek.hu/
HU,,Budapest,Logic Arena,Disaster,http://www.szabadulojatek.hu/
HU,,Budapest,Logikamra,WonderGround,http://www.logikamra.hu/en/
HU,,Budapest,Logikamra,Team Börtön,http://www.logikamra.hu/en/
HU,,Budapest,Logixity,Bent Maze Key,http://www.logixity.hu/en/
HU,,Budapest,MindCrime,Mind Thief,http://mindcrime.hu/
HU,,Budapest,Mystique Room,The Cathedral,http://www.mystiqueroom.hu/
HU,,Budapest,Mystique Room,The Pharaoh's Burial Chamber,http://www.mystiqueroom.hu/
HU,,Budapest,Napuche,Napuche,http://www.napuche.hu/?&lang=eng
HU,,Budapest,Paniq Szoba,Saw,http://www.paniqszoba.hu/furesz
HU,,Budapest,Paniq Szoba,Houdini's Seance,http://www.paniqszoba.hu/houdini
HU,,Budapest,Paniq Szoba,Lost,http://www.paniqszoba.hu/lost
HU,,Budapest,Paniq Szoba,Paniq-Movie,http://www.paniqszoba.hu/paniqmozi
HU,,Budapest,Paniq Szoba,Sherlock,http://www.paniqszoba.hu/sherlock
HU,,Budapest,Paniq Szoba,Darkroom,http://www.paniqszoba.hu/sotetkamra
HU,,Budapest,Parapark,Crime Scene '95,http://parapark.hu/index.php?page=start
HU,,Budapest,Parapark,P2 - The Day of the Exam,http://parapark.hu/index.php?page=start
HU,,Budapest,Parapark,9-Gateway,http://parapark.hu/index.php?page=start
HU,,Budapest,Parapark,Studio Nr 113,http://parapark.hu/index.php?page=start
HU,,Budapest,Parapark,Fourth Element,http://parapark.hu/index.php?page=start
HU,,Budapest,Sexy Ti,Sexy Ti,http://sexyti.hu/
HU,,Budapest,Sweet Escape,Sweet Escape,http://www.szabaduloszoba.hu/en/
HU,,Budapest,Sweet Escape,Mezeskalacshaz,http://www.szabaduloszoba.hu/en/
HU,,Budapest,Sweet Escape,Cowboy,http://www.szabaduloszoba.hu/en/
HU,,Budapest,Team Escape,Hollywood Room,http://www.teamescape.hu/
HU,,Budapest,TimeTrap,The Time Trap,http://www.idocsapda.hu/en/
HU,,Budapest,TimeTrap,The Prison Trap,http://www.idocsapda.hu/en/
HU,,Budapest,Titanic - Salvation,Titanic - Salvation,http://www.titanic-aszabadulas.hu/
HU,,Budapest,TRAP,Bomb room,http://trap.hu/index.php/en/
HU,,Budapest,TRAP,Secret of the Tomb,http://trap.hu/index.php/en/
HU,,Budapest,TRAP,Egypt,http://trap.hu/index.php/en/
HU,,Budapest,TRAP,Medieval,http://trap.hu/index.php/en/
HU,,Budapest,Under Pressure,Now Be Clever!,http://www.under-pressure.hu/
HU,,Budapest,Under Pressure,Chemistry,http://www.under-pressure.hu/
HU,,Budapest,Under Pressure,Hungary,http://www.under-pressure.hu/
HU,,Budapest,Verem,The Dictator,http://www.verem.hu/en/
HU,,Debrecen,Exit the Room,Mind-Boggling,http://exittheroom.hu/mind-boggling
HU,,Erd,Escape House,Escape House,http://www.erdiescapehouse.hu/
HU,,Gyor,Paniq Szoba,Saw,http://www.paniqszoba.hu/furesz-gyor
HU,,Gyor,Parapark,9-Gateway,http://parapark.hu/index.php?page=start
HU,,Gyor,Parapark,Studio Nr 113,http://parapark.hu/index.php?page=start
HU,,Gyor,Parapark,Crime Scene '95,http://parapark.hu/index.php?page=start
HU,,Pecs,Parapark,Studio Nr 113,http://parapark.hu/index.php?page=start
HU,,Sopron,Crazy Garage,"Steal the car, if you can",http://sopron.crazygarage.hu/home
HU,,Sopron,Crazy Garage,Pillage the treasure chest,http://sopron.crazygarage.hu/home
HU,,Szeged,Parapark,Studio Nr 113,http://parapark.hu/index.php?page=start
HU,,Szeged,Parapark,Experiment Nr 5,http://parapark.hu/index.php?page=start
HU,,Veszprém,Explora Kaland,Hova tűnt Oszkár,http://www.explora.hu/
HU,,Veszprém,Explora Kaland,Maffia Party,http://www.explora.hu/
HU,,Zalaegerszeg,Akocka,A kalóz,http://www.akocka.hu/a-szobak/a-kaloz-gyerekszoba
HU,,Zalaegerszeg,Akocka,Elefánt,http://www.akocka.hu/a-szobak/elefant
HU,,Zalaegerszeg,Akocka,Pandora,http://www.akocka.hu/a-szobak/pandora
HU,,,,Exitgames.hu,http://exitgames.hu/
ID,,Bali,Escape Hunt,Robbery on the Beach,http://bali.escapehunt.com/
ID,,Bali,Escape Hunt,Poisoning in the Restaurant,http://bali.escapehunt.com/
ID,,Bali,Escape Hunt,Kidnapping in the Bedroom,http://bali.escapehunt.com/
ID,,Jakarta,Escape Hunt,Murder in the Bedroom,http://jakarta.escapehunt.com/
ID,,Jakarta,Escape Hunt,Kidnapping in the Study,http://jakarta.escapehunt.com/
ID,,Jakarta,Escape Hunt,Explosion in the Kitchen,http://jakarta.escapehunt.com/
ID,,Jakarta,Exitway Studio,The Codes,http://www.exitway-studio.com/en/
ID,,Jakarta,Exitway Studio,Jail Break,http://www.exitway-studio.com/en/
ID,,Jakarta,Exitway Studio,Final Countdown,http://www.exitway-studio.com/en/
ID,,Jakarta,Exitway Studio,Fact,http://www.exitway-studio.com/en/
ID,,Jakarta,Totem Room Escape,The Dark Land,https://www.facebook.com/TotemRoomEscape/info
ID,,Jakarta,Totem Room Escape,Egyptian Escape,https://www.facebook.com/TotemRoomEscape/info
ID,,Jakarta,Totem Room Escape,Mission Impossible,https://www.facebook.com/TotemRoomEscape/info
ID,,Jakarta,Totem Room Escape,Kidnapped,https://www.facebook.com/TotemRoomEscape/info
IL,,Ashdod,ExitGame Israel,Goblet of Fire,http://exitgame.co.il/goblet-of-fire/
IL,,Ashdod,ExitGame Israel,Total Recall,http://exitgame.co.il/total-recall/
IL,,Eilat,Run Out,Alcatraz,http://www.run-out.net/
IL,,Haifa,Escape Challenge,The Secret of the Gallery,http://www.escapechallenge.co.il/
IL,,Haifa,Escape Room Israel,The Note,http://60min.co.il/
IL,,Haifa,Golden Key,The Submarine,http://www.mygoldenkey.co.il/
IL,,Haifa,Golden Key,The Magic Forest,http://www.mygoldenkey.co.il/
IL,,Haifa,Golden Key,The Will of the Millioner,http://www.mygoldenkey.co.il/
IL,,Haifa,Golden Key,The Mystery of the Caveman,http://www.mygoldenkey.co.il/
IL,,Haifa,Golden Key,Behind the Wall,http://www.mygoldenkey.co.il/
IL,,Haifa,Quest Room,Real Detective,http://www.questroom.co.il/
IL,,Herzliya,Brainit,Pirate Escape,http://brainit.co.il/f1/room/pirates/
IL,,Jerusalem,Jerusalem Puzzle Quest,Escape the Nazirite,http://www.jpq.co.il/
IL,,Jerusalem,SecretRoom Jerusalem,Race for the Million,http://secretroom.co.il/
IL,,Modiin,EscapeTeam,EscapeTeam,http://www.escapeteam.co.il/
IL,,Nesher,Questline,The Asylum,http://www.questline.co.il/
IL,,Netanya,A-mazed,Cleaning Mr. Richbaum,http://www.a-mazed.co.il/en/
IL,,Netanya,Brainit,Heroes,http://brainit.co.il/f2/room/heroes/
IL,,Netanya,PuzzleBox,Temple of Anubis,http://www.puzzlebox.co.il/
IL,,Ra'anana,Breakaway Israel,The Diamond Heist,http://www.breakaway.co.il/
IL,,Ra'anana,InsideOut,Operation Saffron,http://www.insideoutroom.co.il/
IL,,Ra'anana,IQ Factor,The Crystal,http://www.iqfactor.co.il/
IL,,Ra'anana,Questime,Voodoo,http://questime.co.il/
IL,,Rishon LeZion,Brainit,I Am Legend,http://brainit.co.il/city/rishon-lezion-he/
IL,,Rishon LeZion,Brainit,Monstropolis,http://brainit.co.il/city/rishon-lezion-he/
IL,,Rishon LeZion,Brainit,Magician's Room,http://brainit.co.il/city/rishon-lezion-he/
IL,,Rishon LeZion,Sherlocked Escape Rooms,Anthrax,http://sherlocked.co.il/
IL,,Rishon LeZion,T&M Quest,The Wedding,http://tandmquest.co.il/
IL,,Tel Aviv,Brainit,Space Station: Altair,http://brainit.co.il/city/telaviv-he/
IL,,Tel Aviv,Brainit,Elm Street,http://brainit.co.il/city/telaviv-he/
IL,,Tel Aviv,Escape It Israel,The Syrian Spy Room,http://www.escapeit.co.il/
IL,,Tel Aviv,Escape Plan,The Museum,http://www.escape-plan.co.il/
IL,,Tel Aviv,Escape Room,Hotel California,http://www.escaperoom.co.il/hotel-california
IL,,Tel Aviv,Escape Room Israel,The Robbery of the Century,http://www.escaperoom.co.il/#!home-english/mainPage
IL,,Tel Aviv,Escape TLV,The Dark Order,http://escapetlv.co.il/
IL,,Tel Aviv,Exit Room Israel,Maniac's Shelter,http://www.exitroom.co.il/
IL,,Tel Aviv,Exit Room Israel,Imaginarium,http://www.exitroom.co.il/
IL,,Tel Aviv,Locked,Lab 66,http://www.locked-games.com/
IL,,Tel Aviv,Locked,The Crime,http://www.locked-games.com/
IL,,Tel Aviv,Locked,The Escape from Mitkan-Z,http://www.locked-games.com/
IL,,Tel Aviv,MindRush Escape Challenge,Trapped in Time,http://www.mindrush.co.il/
IL,,Tel Aviv,Out of the Box,Wine Cellar,http://www.boxgame.co.il/
IL,,Tel Aviv,Out of the Box,Broadway,http://www.boxgame.co.il/
IL,,Tel Aviv,Out of the Box,Mystery of the African Stone,http://www.boxgame.co.il/
IL,,Tel Aviv,Out of the Box,Steampunk Circus,http://www.boxgame.co.il/
IL,,Tel Aviv,Out of the Box,The Last Battle,http://www.boxgame.co.il/
IL,,Tel Aviv,Quest and Quest,The Dark Side of the Art,http://www.escaperoom-quest.co.il/en/
IL,,Tel Aviv,Quest and Quest,Walter's Secret,http://www.escaperoom-quest.co.il/en/
IL,,Tel Aviv,Questair Escape Rooms,Project X,http://www.questair.co.il/
IL,,Tel Aviv,Questair Escape Rooms,Flight 301,http://www.questair.co.il/
IL,,Tel Aviv,Questair Escape Rooms,Anti-Gravity,http://www.questair.co.il/
IL,,Tel Aviv,Question Escape Rooms,Casino Robbery,http://www.quest-ion.co.il/
IL,,Tel Aviv,Questomania,Iron Dome,https://www.questomania.co.il/shop/iron-dome/?lang=en
IL,,Tel Aviv,Questomania,Total Loss,https://www.questomania.co.il/shop/total-loss/?lang=en
IL,,Tel Aviv,Questomania,Zombies Attack,https://www.questomania.co.il/shop/zombie-attack/?lang=en
IL,,Tel Aviv,Vertigo Escape Planet,White Noise,https://vertigotlv.com/en/whitenoise/
IL,,Zikhron Ya'akov,Baron Code,The Baron Treasure,http://baron-code.co.il/
IN,Delhi,New Delhi,CodeBreak 60,The Final Hour,http://codebreak60.com/
IN,Delhi,New Delhi,CodeBreak 60,The Pharaoh's Curse,http://codebreak60.com/
IN,Delhi,New Delhi,Ctrl.Shift.Esc,The Safehouse,http://www.ctrlshiftesc.in/
IN,Delhi,New Delhi,Ctrl.Shift.Esc,The Quarantine Zone,http://www.ctrlshiftesc.in/
IN,Haryana,Gurgaon,The Hidden Hour,Hijacked NCR Metro - Bomb Defusal,http://www.thehiddenhour.com/
IN,Haryana,Gurgaon,The Hidden Hour,Magic Show - A Treasure Hunt,http://www.thehiddenhour.com/
IN,Karnataka,Bangalore,Breakout,Murder Mystery,http://www.breakout.co.in/
IN,Karnataka,Bangalore,Breakout,Rescue Mission,http://www.breakout.co.in/
IN,Karnataka,Bangalore,Breakout,Classified,http://www.breakout.co.in/
IN,Karnataka,Bangalore,Riddle Room India,Serial Killer's Lair,http://www.riddleroom.in/
IN,Karnataka,Bangalore,Riddle Room India,Operation Chimera,http://www.riddleroom.in/
IN,Karnataka,Bangalore,Riddle Room India,Lost Capstone of Rameses,http://www.riddleroom.in/
IN,Karnataka,Bangalore,Riddle Room India,The Score,http://www.riddleroom.in/
IN,Karnataka,Bangalore,Roomraider,Hyperion,http://www.roomraider.in/
IN,Karnataka,Bangalore,Roomraider,SWAT,http://www.roomraider.in/
IN,Karnataka,Bangalore,Roomraider,Prison Break,http://www.roomraider.in/
IN,Karnataka,Bangalore,Roomraider,Where's Cuddles,http://www.roomraider.in/
IN,Maharashtra,Mumbai,Clue Hunt,Mr. Spylock's Chamber,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Clue Hunt,Kaboom!,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Clue Hunt,The Lock-up Mystery,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Clue Hunt,The Diamond Maze,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Clue Hunt,The Stolen Painting,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Clue Hunt,The Pirate Trap,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Clue Hunt,The Bank Job,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Clue Hunt,The Terrorist Hideout,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Clue Hunt,The Art Gallery,http://www.cluehunt.in/
IN,Maharashtra,Mumbai,Escapology,Escapology,http://www.escapology.in/
IN,Maharashtra,Mumbai,No Escape,No Escape,http://www.noescape.in/
IN,Puducherry,Pondicherry,S-cape Box,Indian Intelligence Academy,http://www.s-capebox.com/
IN,Puducherry,Pondicherry,S-cape Box,Egyptian Grounds,http://www.s-capebox.com/
IN,Puducherry,Pondicherry,S-cape Box,A Girl's Private Room,http://www.s-capebox.com/
IN,Puducherry,Pondicherry,S-cape Box,Burnt Room,http://www.s-capebox.com/
IN,Puducherry,Pondicherry,S-cape Box,The Bank Heist,http://www.s-capebox.com/
IN,Tamil Nadu,Chennai,Freeing India,The Lost Chamber,http://www.freeingindia.com/
IN,Tamil Nadu,Chennai,Freeing India,The Prison Chaos,http://www.freeingindia.com/
IN,Tamil Nadu,Chennai,Freeing India,Mirror of Love,http://www.freeingindia.com/
IN,Tamil Nadu,Chennai,Freeing India,90 Degrees Mafia Chase,http://www.freeingindia.com/
IN,Tamil Nadu,Chennai,Freeing India,Nuclear Countdown,http://www.freeingindia.com/
INT,,Anthem of the Seas,Puzzle Break,Escape from the Future,http://www.puzzlebreak.us/current-games/
IQ,,Baghdad,Escape the Room Iraq,Sherlock,http://www.escaperoomiraq.com/
IQ,,Baghdad,Escape the Room Iraq,Prison,http://www.escaperoomiraq.com/
IQ,,Baghdad,Escape the Room Iraq,Pirates,http://www.escaperoomiraq.com/
IR,,Tehran,EscapeMe,Prison Break,http://www.escapeme.eu/
IR,,Tehran,EscapeMe,School,http://www.escapeme.eu/
IR,,Tehran,Iran Escaperoom,Saving the City,http://www.escaperoom.ir/
IR,,Tehran,Iran Escaperoom,Murder Mystery (Tehran 1972),http://www.escaperoom.ir/
IS,,Reykjavik,Reykjavik Escape,Prison Break,http://www.reykjavikescape.com/
IS,,Reykjavik,Reykjavik Escape,Taken,http://www.reykjavikescape.com/
IS,,Reykjavik,Reykjavik Escape,The Scientist,http://www.reykjavikescape.com/
IT,,Asti,Intrappola.TO,Prison Room,http://www.intrappola.to/
IT,,Bari,eXcape Bari,Vittoriana,http://www.excaperoom.it/
IT,,Bari,eXcape Bari,Prigione,http://www.excaperoom.it/
IT,,Bari,eXcape Bari,Horror,http://www.excaperoom.it/
IT,,Bologna,Adventure Rooms,Escape from the Mental Clinic,http://bologna.adventurerooms.com/en/
IT,,Bologna,Brain Escape,Il Segreto del Turtlen,http://www.brain-escape.com/
IT,,Bologna,Intrappola.TO,Extended Room,http://www.intrappola.to/
IT,,Bologna,Secret Zone,Secret Zone,http://www.secretzone.it/
IT,,Brescia,Escapology,Manicomio Criminale,http://escapology.it/
IT,,Brescia,Escapology,Incubo di Ariel,http://escapology.it/
IT,,Brescia,Escapology,Amitiville,http://escapology.it/
IT,,Brescia,Intrappola.TO,Classic Room,http://www.intrappola.to/
IT,,Brescia,Intrappola.TO,Extended Room,http://www.intrappola.to/
IT,,Brescia,Intrappola.TO,Room The Hunt,http://www.intrappola.to/
IT,,Brescia,Intrappola.TO,Soviet Bunker,http://www.intrappola.to/
IT,,Cagliari,enTRAPment,Prison Break,http://www.entrapment.it/
IT,,Cagliari,enTRAPment,Il tesoro di Montezuma,http://www.entrapment.it/
IT,,Cagliari,enTRAPment,La maledizione di Tutankhamun,http://www.entrapment.it/
IT,,Cagliari,Lost Room,Lost Room,http://www.lostroom.it/
IT,,Catania,Adventure Rooms,Escape from the Prison,http://catania.adventurerooms.it/en/
IT,,Catania,Intrappola.TO,Prison Room,http://www.intrappola.to/
IT,,Catania,Intrappola.TO,Sacrilegium,http://www.intrappola.to/
IT,,Cuneo,Intrappola.TO,Extended Room,http://www.intrappola.to/
IT,,Cuneo,Intrappola.TO,Grey Room,http://www.intrappola.to/
IT,,Fabriano,Dimensioni Nascoste,Il Sigillo dei Chiavelli,http://www.dimensioninascoste.it/
IT,,Firenze,Freeing Italy,Colorful Adventure,http://freeingitaly.com/en/
IT,,Firenze,Freeing Italy,Secret of the Asylum,http://freeingitaly.com/en/
IT,,Firenze,Freeing Italy,Illusion at 90°,http://freeingitaly.com/en/
IT,,Firenze,Freeing Italy,The Prison Chaos,http://freeingitaly.com/en/
IT,,Firenze,Freeing Italy,The Lost Chamber,http://freeingitaly.com/en/
IT,,Firenze,Freeing Italy,Hell of Mirror,http://freeingitaly.com/en/
IT,,Florence,Adventure Rooms,The Original Challenge,http://firenze.adventurerooms.it/en/
IT,,Florence,Adventure Rooms,The Black Queen,http://firenze.adventurerooms.it/en/
IT,,Foggia,Intrappola.TO,Classic Room,http://www.intrappola.to/
IT,,Genoa,Intrappola.TO,Classic Room,http://www.intrappola.to/
IT,,Genoa,Intrappola.TO,Extended Room,http://www.intrappola.to/
IT,,Kaunas,Escape Kaunas,Dvigubas agentas,http://escapekaunas.it/
IT,,Lecce,Red Door Escape Rooms,Kellar's Magic Emporium,http://www.reddoorescape.it/
IT,,Lecce,Salento Escape Game,Il nuovo prometeo,http://www.salentoescape.it/
IT,,Lecce,Salento Escape Game,Il serial killer dei custodi,http://www.salentoescape.it/
IT,,Lecce,Salento Escape Game,Galleria d'arte Lecce,http://www.salentoescape.it/
IT,,Legnano,Intrappola.TO,Extended Room,http://www.intrappola.to/
IT,,Legnano,Intrappola.TO,Grey Room,http://www.intrappola.to/
IT,,Matera,Matera Escape,Matera Escape,http://www.materaescape.it/
IT,,Messina,rooMEscape,Anti-Atomic Refuge,http://www.facebook.com/rooMEscape
IT,,Messina,rooMEscape,Temple,http://www.facebook.com/rooMEscape
IT,,Milan,Effugio,Superphoenix,http://www.effugio.it/
IT,,Milan,Effugio,Travel Agency,http://www.effugio.it/
IT,,Milan,Effugio,Operating Theater,http://www.effugio.it/
IT,,Milan,Effugio,Red Room,http://www.effugio.it/
IT,,Milan,Enigmaroom,Maniac Basement,http://www.enigmaroom.it/
