Country,Region,City,Organization,Room,URL
US,California,Livermore,Limitless Escape Games,Bank Heist,http://www.limitlessescapegames.com/
US,California,Long Beach,Escape Room Catalina,Jewel Heist,http://www.escaperoomcatalina.com/
US,California,Long Beach,Escape Room Long Beach,Bad Blood,http://www.escapelbc.com/
US,California,Long Beach,Escape Room Long Beach,Prohibition,http://www.escapelbc.com/
US,California,Los Angeles,60Out,Outbreak,https://www.60out.com/
US,California,Los Angeles,60Out,Hangover,https://www.60out.com/
US,California,Los Angeles,60Out,P.U.T.I.N. Bunker,https://www.60out.com/
US,California,Los Angeles,60Out,Grandma's Masterplan,https://www.60out.com/
US,California,Los Angeles,60Out,The Mystery of Senator Payne,https://www.60out.com/
US,California,Los Angeles,60Out,Doctor Psycho,https://www.60out.com/
US,California,Los Angeles,60Out,Ghost Ship,https://www.60out.com/
US,California,Los Angeles,60Out,Casino Heist,https://www.60out.com/
US,California,Los Angeles,60Out,Wizards Workshop,https://www.60out.com/
US,California,Los Angeles,60Out,Zen Room,https://www.60out.com/
US,California,Los Angeles,60Out,Titanic,https://www.60out.com/
US,California,Los Angeles,Ace Escape Game,The Pharaoh's Treasure,http://aceescapegame.com/
US,California,Los Angeles,Ace Escape Game,The Psycho's Identity,http://aceescapegame.com/
US,California,Los Angeles,Ace Escape Game,The Rebel's Target,http://aceescapegame.com/
US,California,Los Angeles,Captured LA,Starlet Killer,http://www.captured-la.com/
US,California,Los Angeles,Countdown Live Escape Games,The Krampus,http://www.countdownescape.com/la/
US,California,Los Angeles,Countdown Live Escape Games,The Tiki Palace,http://www.countdownescape.com/la/
US,California,Los Angeles,Countdown Live Escape Games,Pandorus Mission,http://www.countdownescape.com/la/
US,California,Los Angeles,Enigma Escape Rooms,The Secret Temple,http://www.enigmaescaperooms.com/
US,California,Los Angeles,Enigma Escape Rooms,Apartment 205,http://www.enigmaescaperooms.com/
US,California,Los Angeles,Enigma Escape Rooms,The Will,http://www.enigmaescaperooms.com/
US,California,Los Angeles,Enigma Escape Rooms,Crime Scene,http://www.enigmaescaperooms.com/
US,California,Los Angeles,Enigma Escape Rooms,The Seance,http://www.enigmaescaperooms.com/
US,California,Los Angeles,Escapables,The Philosopher,http://escapables.com/
US,California,Los Angeles,Escapables,The Mystery of Mount Olympus,http://escapables.com/
US,California,Los Angeles,Escape Chronicles,The Testing Facility,http://www.escapechronicles.com/
US,California,Los Angeles,Escape Hotel,Daycare,http://www.escapehotelhollywood.com/
US,California,Los Angeles,Escape Hotel,Mafia,http://www.escapehotelhollywood.com/
US,California,Los Angeles,Escape Hotel,Witchcraft Room,http://www.escapehotelhollywood.com/
US,California,Los Angeles,Escape Hotel,Zombie,http://www.escapehotelhollywood.com/
US,California,Los Angeles,Escape Hotel,Agent,http://www.escapehotelhollywood.com/
US,California,Los Angeles,Escape Room LA,The Detective,http://www.escaperoomla.com/
US,California,Los Angeles,Escape Room LA,The Cavern,http://www.escaperoomla.com/
US,California,Los Angeles,Escape Room LA,The Theatre,http://www.escaperoomla.com/
US,California,Los Angeles,Escape Room LA,The Alchemist,http://www.escaperoomla.com/
US,California,Los Angeles,Escape Room Treasure Hunt,The Alchemist's Lab,http://www.treasure-hunt.net/
US,California,Los Angeles,Escape Studio,Haunted Recording Studio,http://escape-studio.com/
US,California,Los Angeles,Escapedom,The Lair,http://www.escapedom.com/
US,California,Los Angeles,Escapedom,The Den of the Occult,http://www.escapedom.com/
US,California,Los Angeles,EscapeIQ,The Vault,http://www.escapeiq.com/
US,California,Los Angeles,EscapeIQ,Alcatraz,http://www.escapeiq.com/
US,California,Los Angeles,Evil Genius Escape Rooms,Occam's Apartment,http://www.escapehim.com/
US,California,Los Angeles,Evil Genius Escape Rooms,Norcross Art Gallery,http://www.escapehim.com/
US,California,Los Angeles,Evil Genius Escape Rooms,The Morgue,http://www.escapehim.com/
US,California,Los Angeles,Exit Game,The A.I.,http://www.theexitgame.com/
US,California,Los Angeles,Exit Game,The Lab,http://www.theexitgame.com/
US,California,Los Angeles,Exit Game,The Villain's Lair,http://www.theexitgame.com/
US,California,Los Angeles,Exit Game,The School of Sorcery,http://www.theexitgame.com/
US,California,Los Angeles,Exit Game,The Vault,http://www.theexitgame.com/
US,California,Los Angeles,Get The F Out,The Virus,http://www.getthefoutroom.com/
US,California,Los Angeles,Horror Escapes LA,Doctor's Office,http://www.horrorescapesla.com/
US,California,Los Angeles,Horror Escapes LA,Zombie Lab,http://www.horrorescapesla.com/
US,California,Los Angeles,Horror Escapes LA,Captive Chamber,http://www.horrorescapesla.com/
US,California,Los Angeles,LogiQuit,The Office of John Monroe,http://www.logiquit.com/
US,California,Los Angeles,LogiQuit,The Lab of Dr. Lev Pasted,http://www.logiquit.com/
US,California,Los Angeles,LogiQuit,The Warehouse of Jack Travis,http://www.logiquit.com/
US,California,Los Angeles,LogiQuit,The Secret Agent Room,http://www.logiquit.com/
US,California,Los Angeles,LogiQuit,The CSI Room,http://www.logiquit.com/
US,California,Los Angeles,MagIQ Room,The Pharaoh's Legacy,https://www.magiqescaperoom.com/
US,California,Los Angeles,MagIQ Room,The Pirate's Den,https://www.magiqescaperoom.com/
US,California,Los Angeles,MagIQ Room,The Secrets of Wizardry,https://www.magiqescaperoom.com/
US,California,Los Angeles,Maze Rooms,Pirate Bay,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Lunar Mission,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,VR Cosmos Game,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Castle,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Jungle Game,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Portal,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Secret Mission,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Prison,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Demon Hunter,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,FBI,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Motel,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Lost in Space,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Wizard's Tower,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Dragon Cave,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Jack the Ripper,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,One Way Ticket,http://la.mazerooms.com/
US,California,Los Angeles,Maze Rooms,Pharaoh's Tomb,http://la.mazerooms.com/
US,California,Los Angeles,Mobile Escape Room LA,The Sleep Study Room,http://mobileescaperoomla.com/
US,California,Los Angeles,PanIQ Room,The Bunker,https://paniqescaperoom.com/los-angeles/live-games/bunker
US,California,Los Angeles,PanIQ Room,Insane Asylum,https://paniqescaperoom.com/los-angeles/live-games/insane-asylum
US,California,Los Angeles,Room Escape Adventures,Trapped In A Room With A Zombie,http://roomescapeadventures.com/los-angeles/
US,California,Los Angeles,Room Escape Live,Cold War Bunker,http://losangeles.roomescapelive.com/
US,California,Los Angeles,Room Escape Live,Central Bank,http://losangeles.roomescapelive.com/
US,California,Los Angeles,Room Escape Live,Zombie Lab,http://losangeles.roomescapelive.com/
US,California,Los Angeles,Room Escape Live,Prison,http://losangeles.roomescapelive.com/
US,California,Los Angeles,Room Escape Live,Zodiac,http://losangeles.roomescapelive.com/
US,California,Los Angeles,SCRAP,Real Zero Escape: Trust on Trial,http://realescapegame.com/zero_la
US,California,Los Angeles,SCRAP,Attack on Titan: Castle Under Siege,http://realescapegame.com/aotla/
US,California,Los Angeles,The Basement,The Basement,http://thebasementla.com/
US,California,Los Angeles,The Basement,The Boiler Room,http://thebasementla.com/
US,California,Los Angeles,The Basement,The Study,http://thebasementla.com/
US,California,Los Angeles,The Exit Game,The Lab,http://www.theexitgame.com/
US,California,Los Angeles,The Exit Game,The Vault,http://www.theexitgame.com/
US,California,Los Angeles,The Exit Game,The Chamber,http://www.theexitgame.com/
US,California,Los Angeles,The Exit Game,The Villain's Lair,http://www.theexitgame.com/
US,California,Los Angeles,The Laboratory Escape Room,The Laboratory Escape Room,http://www.escapethelaboratory.com/
US,California,Los Angeles,The Quest Factory,Clinic,https://thequestfactory.com/
US,California,Los Angeles,The Quest Factory,Queen Anne's Revenge,https://thequestfactory.com/
US,California,Los Angeles,The Quest Factory,Impossible Mission,https://thequestfactory.com/
US,California,Los Angeles,The Room,The Cabin,http://www.theroom-la.com/
US,California,Los Angeles,,Live Escape Room & Haunt Reviews,https://liveescaperoomreviews.com/
US,California,Menifee,Funhouse Escape,Sixty Minutes to Curtain,http://www.funhouseescape.com/
US,California,Menifee,Funhouse Escape,The Rivals Strike Back,http://www.funhouseescape.com/
US,California,Menifee,Funhouse Escape,The Stage Manager's Office,http://www.funhouseescape.com/
US,California,Mission Viejo,Escape the Place,Black Site,http://www.escapetheplace.com/#!mv-california-home/m0nf4
US,California,Mission Viejo,Escape the Place,The Hangover,http://www.escapetheplace.com/#!mv-california-home/m0nf4
US,California,Mission Viejo,Escape the Place,The Chamber,http://www.escapetheplace.com/#!mv-california-home/m0nf4
US,California,Modesto,Escape Modesto,King Tut's Treasure,http://www.escapemodesto.com/
US,California,Modesto,Escape Modesto,Prison Break,http://www.escapemodesto.com/
US,California,Modesto,Escape Modesto,CSI: Modesto,http://www.escapemodesto.com/
US,California,Modesto,Exit Escape Room Adventures,The Exit Saloon,http://exitescapes.com/
US,California,Modesto,Exit Escape Room Adventures,National Treasure,http://exitescapes.com/
US,California,Modesto,Spookadar,Ghost Hunt Escape,http://spookadar.com/spookadar-attractions-modesto-ca/
US,California,Monterey Park,Exit Game,The Vault,http://www.theexitgame.com/
US,California,Monterey Park,Exit Game,The Lab,http://www.theexitgame.com/
US,California,Monterey Park,Exit Game,The Chamber,http://www.theexitgame.com/
US,California,Moorpark,Excido Escape Room,Studio E,http://www.excidoescaperoom.com/
US,California,Moorpark,Excido Escape Room,The Casino Club,http://www.excidoescaperoom.com/
US,California,Mountain View,Myst Escape Room,Whale,http://mystescaperoom.com/
US,California,Mountain View,Myst Escape Room,Ghost Ship,http://mystescaperoom.com/
US,California,Mountain View,Ryptic Room Escape,Escape the Mad Hatter,http://www.ryptic.com/
US,California,Newhall,Arcane Escape Rooms,The Agency,http://arcaneescaperooms.com/
US,California,Northridge,Amazing Escape Room,Secret Agent Room,http://amazingescaperoom.com/
US,California,Northridge,Amazing Escape Room,Roaring 20's,http://amazingescaperoom.com/
US,California,Northridge,Amazing Escape Room,Escape the X Corporation,http://amazingescaperoom.com/
US,California,Northridge,Amazing Escape Room,The Starlight Lounge,http://amazingescaperoom.com/
US,California,Northridge,Amazing Escape Room,Mystery of the Red Dragon,http://amazingescaperoom.com/
US,California,Northridge,Enchanted Escape Room,Spellbound,http://www.enchantedescaperoom.com/
US,California,Northridge,Enchanted Escape Room,Flamethrower,http://www.enchantedescaperoom.com/
US,California,Oceanside,Boss-Play Escape Rooms,Prohibition Ransom,http://www.boss-play.com/
US,California,Orange,Kaein,The Alien,https://www.kaein.com/
US,California,Palm Springs,Escape Games at The River,The List,http://www.escapegamesattheriver.com/
US,California,Palm Springs,Escape Games at The River,Baker Street Mystery,http://www.escapegamesattheriver.com/
US,California,Palm Springs,Escape Games at The River,The Forgotten Pharaoh,http://www.escapegamesattheriver.com/
US,California,Palm Springs,Escape Room Palm Springs,Vampire's Lair,http://www.escapeps.com/
US,California,Palm Springs,Escape Room Palm Springs,The Locker Room,http://www.escapeps.com/
US,California,Palm Springs,Escape Room Palm Springs,Titanic,http://www.escapeps.com/
US,California,Palm Springs,Escape Room Palm Springs,Mystery Room,http://www.escapeps.com/
US,California,Pasadena,S.h.a.d.i.e. Grove,The Mad Scientist,http://www.shadiegrove.com/escape_room_pasadenda_CA.htm
US,California,Pasadena,The Bunker Experience,The Bunker Experience,http://www.thebunkerexperience.com/
US,California,Pomona,The 13th Room,The 13th Room,http://www.13throom.com/
US,California,Pomona,The 13th Room,The Ripper,http://www.13throom.com/
US,California,Redding,Extreme Escape,Western Renegades,http://www.extremeescaperedding.com/
US,California,Redding,Extreme Escape,High Roller,http://www.extremeescaperedding.com/
US,California,Redding,Extreme Escape,Mad Lab,http://www.extremeescaperedding.com/
US,California,Redding,Oasis Fun Center,Thwarted and Disarmed,http://www.escaperoomsredding.com/
US,California,Redlands,Open Door Escape Games,The Study,http://www.opendoorescapegames.com/
US,California,Redlands,Unity Escape Room,The Cabin,http://www.unityescaperooms.com/
US,California,Redlands,Unity Escape Room,The Temple,http://www.unityescaperooms.com/
US,California,Richmond,Omescape,Room Omega,https://omescape.us/richmond/
US,California,Richmond,Omescape,The Penitentiary,https://omescape.us/richmond/
US,California,Richmond,Omescape,Forgotten Treasure,https://omescape.us/richmond/
US,California,Riverside,Wizards and Wires,The Curiosity Shop,http://wizardsandwires.com/
US,California,Rocklin,Beat the Room,221B Baker Street,http://beattheroom.com/
US,California,Rocklin,Beat the Room,The Initiation,http://beattheroom.com/
US,California,Rocklin,Beat the Room,Captain's Quarters,http://beattheroom.com/
US,California,Rohnert Park,Game the Room,ESC Key,http://gametheroom.com/
US,California,Roseville,Quandary Escape Rooms,The Locked In Dead,http://www.quandaryescaperooms.com/
US,California,Roseville,Quandary Escape Rooms,Runaway Train,http://www.quandaryescaperooms.com/
US,California,Sacramento,Break Through Sac,The Mask,http://breakthroughsac.com/
US,California,Sacramento,Break Through Sac,V.I.P.E.R's Nest,http://breakthroughsac.com/
US,California,Sacramento,Break Through Sac,Skull and Scepter,http://breakthroughsac.com/
US,California,Sacramento,Break Through Sac,The Ninja Protocol,http://breakthroughsac.com/
US,California,Sacramento,California State Escape,California State Escape,http://www.californiastateescape.com/
US,California,Sacramento,Enchambered,Containment Breach,http://www.enchambered.com/booking/mad_doctor/
US,California,Sacramento,Enchambered,The Hidden Tomb,http://www.enchambered.com/booking/the_hidden_tomb/
US,California,Sacramento,Enchambered,The Whispering Halls,http://www.enchambered.com/booking/the_whispering_halls/
US,California,Sacramento,Escape Sacramento,The Seance,http://www.escapesacramento.com/
US,California,Sacramento,Escape Sacramento,The Gallery,http://www.escapesacramento.com/
US,California,Sacramento,Escape Sacramento,The Heist,http://www.escapesacramento.com/
US,California,Sacramento,ESCAPEOUT,The Ritual Room,http://www.escapeoutfolsom.com/
US,California,Sacramento,ESCAPEOUT,Sorcerer's Shack,http://www.escapeoutfolsom.com/
US,California,Sacramento,ESCAPEOUT,Illusion de Magician,http://www.escapeoutfolsom.com/
US,California,Sacramento,Golden Puzzle Rooms,The Vampire's Study,http://www.goldenpuzzlerooms.com/
US,California,Sacramento,Skeleton Key Rooms,Magician's Library,http://www.skeletonkeyrooms.com/
US,California,San Diego,3rd Day Escape,3rd Day Escape,http://3rddayescape.com/
US,California,San Diego,Divergent Realities,Training Room,http://divergentrealities.com/
US,California,San Diego,Divergent Realities,Informant Hunt,http://divergentrealities.com/
US,California,San Diego,Divergent Realities,Supremacy Financial,http://divergentrealities.com/
US,California,San Diego,Enigma HQ,The Lazarus Crystal,http://enigmahq.com/
US,California,San Diego,Escape Game SD,Japanese Thriller Room,http://www.escapegamesd.com/
US,California,San Diego,Escape Game SD,Einstein's Secret,http://www.escapegamesd.com/
US,California,San Diego,Escape Room Police,Police Station,http://escaperoompolice.com/
US,California,San Diego,Escapism,The Gallery,http://www.escapismsd.com/
US,California,San Diego,Escapism,The Attic,http://www.escapismsd.com/
US,California,San Diego,Escapism,The Dungeon,http://www.escapismsd.com/
US,California,San Diego,Escapology San Diego,TH3 C0D3,http://www.escapology.com/sandiego
US,California,San Diego,Escapology San Diego,Antidote,http://www.escapology.com/sandiego
US,California,San Diego,Escapology San Diego,Budapest Express,http://www.escapology.com/sandiego
US,California,San Diego,Great Room Escape San Diego,Houdini's Hidden Workshop,http://www.greatroomescapesandiego.com/
US,California,San Diego,Great Room Escape San Diego,The Zombie Lab,http://www.greatroomescapesandiego.com/
US,California,San Diego,Great Room Escape San Diego,Forbidden Aztec Temple,http://www.greatroomescapesandiego.com/
US,California,San Diego,House of Hints,Detective Room,http://houseofhints.com/
US,California,San Diego,House of Hints,CSI Lab,http://houseofhints.com/
US,California,San Diego,House of Hints,Black Ops,http://houseofhints.com/
US,California,San Diego,Lockdown Escape Rooms,Voodoo Room,http://www.lockdownrooms.com/
US,California,San Diego,Lockdown Escape Rooms,Medieval Room,http://www.lockdownrooms.com/
US,California,San Diego,Lockdown Escape Rooms,Western Room,http://www.lockdownrooms.com/
US,California,San Diego,Lockdown Escape Rooms,Science Room,http://www.lockdownrooms.com/
US,California,San Diego,Puzzalarium,The Study,http://www.puzzalarium.com/
US,California,San Diego,Quicksand Escape Games,The Speakeasy,http://www.quicksandescape.com/
US,California,San Diego,Quicksand Escape Games,The Diner,http://www.quicksandescape.com/
US,California,San Diego,Ryptic Room Escape,Escape from the Poltergeist,https://www.ryptic.com/poltergeistsd
US,California,San Diego,Ryptic Room Escape,Escape from the Aliens,https://www.ryptic.com/alienssd
US,California,San Diego,Steal and Escape,Mysterious Stranger,http://www.stealandescape.com/
US,California,San Diego,Steal and Escape,Stealing Saint Diego's Gold,http://www.stealandescape.com/
US,California,San Diego,Steal and Escape,Plundering Doubloons,http://www.stealandescape.com/
US,California,San Diego,The Entrapment,The Disappearance at Fogmore Manor,http://www.theentrapment.com/
US,California,San Diego,The Unlockables,The Escape,http://www.areyouunlockable.com/
US,California,San Diego,The Unlockables,The Dollhouse,http://www.areyouunlockable.com/
US,California,San Diego,The Unlockables,Negotiator,http://www.areyouunlockable.com/
US,California,San Diego,The Unlockables,Cyber-War,http://www.areyouunlockable.com/
US,California,San Francisco,Beyond Escape,Trapped In A Room With A Zombie,http://beyond-escape.com/
US,California,San Francisco,Beyond Escape,Trapped in the Circus,http://beyond-escape.com/
US,California,San Francisco,Breakout IQ,Theatre Escape,http://www.breakoutiq.com/
US,California,San Francisco,ClockWise Escape Room,Party in Vegas,http://clockwiseescape.com/
US,California,San Francisco,ClockWise Escape Room,The Asylum,http://clockwiseescape.com/
US,California,San Francisco,EscapeSF,Escape from Alcatraz,http://questroomsf.com/rooms/alcatraz
US,California,San Francisco,EscapeSF,Escape from Antique Room,http://questroomsf.com/rooms/antiquarians-room
US,California,San Francisco,EscapeSF,Blind Tiger,http://questroomsf.com/rooms/blind-tiger
US,California,San Francisco,EscapeSF,Space Bus,http://questroomsf.com/rooms/space-bus
US,California,San Francisco,Head Games,Puppeteer's Workshop,https://www.headgamessf.com/
US,California,San Francisco,Palace Games,The Great Houdini Escape Room,http://houdini-escape.com/
US,California,San Francisco,Palace Games,The Roosevelt Escape Room,http://roosevelt-escape.com/
US,California,San Francisco,PanIQ Room,Psycho,https://paniqescaperoom.com/san-francisco/live-games/psycho
US,California,San Francisco,PanIQ Room,The Prison,https://paniqescaperoom.com/san-francisco/live-games/prison
US,California,San Francisco,PanIQ Room,Geek,https://paniqescaperoom.com/san-francisco/live-games/geek
US,California,San Francisco,Reason,Reactor,http://www.tryreason.com/
US,California,San Francisco,SCRAP,Escape from the Jail,http://realescapegame.com/jail_sf/
US,California,San Francisco,SCRAP,Escape from the Puzzle Room,http://realescapegame.com/pzrsf/
US,California,San Francisco,SCRAP,Escape from the Time Travel Lab,http://realescapegame.com/rersf2_ttlab/
US,California,San Francisco,,MagicPuzzles.org,http://magicpuzzles.org/wordpress/
US,California,San Francisco,,LockBoxx,http://lockboxx.blogspot.com/search?q=%22escape+review%22
US,California,San Francisco,,Escape Room Tips,https://escaperoomtips.com/
US,California,San Jose,Castle Escape Room,Castle Escape Room,http://castleescaperoom.com/
US,California,San Jose,Escape Game 911,Police Station,http://escapegame911.com/
US,California,San Jose,Key Quest,Vacation Vandals,http://www.keyquestescaperoom.com/locations/escape-room-ca-sanjose.cfm
US,California,San Jose,Key Quest,The Cellar,http://www.keyquestescaperoom.com/locations/escape-room-ca-sanjose.cfm
US,California,San Jose,Key Quest,Detention,http://www.keyquestescaperoom.com/locations/escape-room-ca-sanjose.cfm
US,California,San Jose,Omescape,The Kingdom of Cats,http://www.omescape.us/sanjose/
US,California,San Jose,Omescape,The Dark Altar,http://www.omescape.us/sanjose/
US,California,San Jose,Omescape,The Joker's Asylum,http://www.omescape.us/sanjose/
US,California,San Jose,Omescape,Pandemic Zero,http://www.omescape.us/sanjose/
US,California,San Jose,Omescape,Sorcerer's Sanctum,http://www.omescape.us/sanjose/
US,California,San Jose,Paradox Escape Rooms,Wonderland,http://www.paradoxescape.com/
US,California,San Jose,Paradox Escape Rooms,The Vault,http://www.paradoxescape.com/
US,California,San Jose,Quadra Escape,Remote Chance,https://quadraescape.com/events/remote-chance-a-cinematic-escape/
US,California,San Jose,San Jose Room Escape,Escape from Alcatraz,http://www.roomescapesanjose.com/
US,California,San Jose,San Jose Room Escape,Escape from Myth Room,http://www.roomescapesanjose.com/
US,California,San Jose,SCRAP,Escape from the Mysterious Room,http://realescapegame.com/sj-mroom/
US,California,San Jose,SCRAP,Escape from the Time Travel Lab,http://realescapegame.com/sjttl/
US,California,San Marcos,Mighty Awesome,The Office of Professor R. K. Alogee,http://www.mightyawesome.net/
US,California,San Mateo,Ryptic Room Escape,Escape from the Poltergeist,http://www.ryptic.com/poltergeistsm
US,California,San Mateo,Ryptic Room Escape,Escape from the Aliens,http://www.ryptic.com/alienssm
US,California,San Mateo,Ryptic Room Escape,Escape the Asymlum,http://www.ryptic.com/escape-the-asylum-sf-bay-area/
US,California,Santa Ana,Detectives Society,Da Vinci's Lost Workshop,http://www.detectivessociety.com/
US,California,Santa Ana,Legend X Iteration,Royal Library,http://legendxiteration.com/
US,California,Santa Ana,Legend X Iteration,Alley,http://legendxiteration.com/
US,California,Santa Ana,Legend X Iteration,Old Inn,http://legendxiteration.com/
US,California,Santa Barbara,The House of Clues,Ghost Ship,http://thehouseofclues.com/
US,California,Santa Barbara,The House of Clues,Psycho Dentist,http://thehouseofclues.com/
US,California,Santa Barbara,The House of Clues,Time Travel Machine,http://thehouseofclues.com/
US,California,Santa Clara,Beat the Lock,The Spy Room,http://www.beatthelock.com/
US,California,Santa Clara,Beat the Lock,The Cellar,http://www.beatthelock.com/
US,California,Santa Clara,Kuma Escape,The Strange Room,http://www.kumaescape.com/
US,California,Santa Clara,Kuma Escape,Utopia,http://www.kumaescape.com/
US,California,Santa Clara,Kuma Escape,Detention,http://www.kumaescape.com/
US,California,Santa Clarita,Unlocked Escape Rooms,The Sherriff's Office,http://www.unlockedescaperooms.com/
US,California,Santa Clarita,Unlocked Escape Rooms,The Professor's Basement,http://www.unlockedescaperooms.com/
US,California,Santa Cruz,EXIT Santa Cruz,Count's Conundrum,http://www.exitsantacruz.com/
US,California,Upland,Trapped! Escape Room,Lair of the Puzzlemaster,http://www.trappedescaperoom.com/
US,California,Upland,Trapped! Escape Room,One Eyed Jack,http://www.trappedescaperoom.com/
US,California,Ventura,The Ultimate Escape Rooms,The Attic,http://www.theultimateescaperooms.com/
US,California,Ventura,The Ultimate Escape Rooms,The Wizard's Lair,http://www.theultimateescaperooms.com/
US,California,Ventura,The Ultimate Escape Rooms,We are all Mad Here,http://www.theultimateescaperooms.com/
US,California,Ventura,The Ultimate Escape Rooms,Adrift - Lost at Sea,http://www.theultimateescaperooms.com/
US,California,Yuba City,NorCal Escape Co.,The Fox Tail Saloon,http://www.norcalescape.co/
US,California,Yuba City,NorCal Escape Co.,Condemned 2,http://www.norcalescape.co/
US,Colorado,Alamosa,Country Escape Room,Naughty or Nice,http://www.countryescaperoom.com/
US,Colorado,Arvada,Conundrum Escape Rooms,Mystic Chambers,http://www.conundrumescaperooms.com/
US,Colorado,Boulder,Enigma Escape Rooms,The Missing Scientist,http://www.enigmaboulder.com/
US,Colorado,Boulder,Mystery Box ltd.,Boulder Escape Room,http://www.boulderescaperoom.com/
US,Colorado,Breckenridge,Escape Room Breckenridge,Captain Steelhook's Treasure,http://www.escaperoombreckenridge.com/
US,Colorado,Breckenridge,Escape Room Breckenridge,The Hollywood Room,http://www.escaperoombreckenridge.com/
US,Colorado,Breckenridge,Real and Wild Entertainment,Carnival,http://www.realandwildescapes.com/
US,Colorado,Centennial,The Clue Room,Spy Chamber 1,http://theclueroom.com/
US,Colorado,Centennial,The Clue Room,Spy Chamber 2,http://theclueroom.com/
US,Colorado,Centennial,The Clue Room,1893,http://theclueroom.com/
US,Colorado,Centennial,The Clue Room,Spy Ops,http://theclueroom.com/
US,Colorado,Centennial,The Clue Room,Alice's Whimsical Wonderland,http://theclueroom.com/
US,Colorado,Centennial,The Clue Room,Nautilus,http://theclueroom.com/
US,Colorado,Centennial,The Clue Room,Kinoko,http://theclueroom.com/
US,Colorado,Colorado Springs,Escape the Place,The Chamber,http://www.escapetheplace.com/#!cs-colorado-home/mainPage
US,Colorado,Colorado Springs,Escape the Place,Black Site,http://www.escapetheplace.com/#!cs-colorado-home/mainPage
US,Colorado,Colorado Springs,Escape the Place,The Hangover,http://www.escapetheplace.com/#!cs-colorado-home/mainPage
US,Colorado,Colorado Springs,Escape the Place,Hel's Manor,http://www.escapetheplace.com/#!cs-colorado-home/mainPage
US,Colorado,Colorado Springs,Locked In Escapes,Helter Skelter,http://www.lockedinescapes.com/
US,Colorado,Colorado Springs,Locked In Escapes,Shattered Kingdom,http://www.lockedinescapes.com/
US,Colorado,Colorado Springs,Locked In Escapes,Darkness Falls,http://www.lockedinescapes.com/
US,Colorado,Colorado Springs,LockedIn,We're All Mad Here,http://www.lockedin-cos.com/
US,Colorado,Colorado Springs,LockedIn,Mission Control,http://www.lockedin-cos.com/
US,Colorado,Colorado Springs,LockedIn,The Attic,http://www.lockedin-cos.com/
US,Colorado,Colorado Springs,Mystery Quests,WWII - 10th Mountain Division,http://mystery-quests.com/
US,Colorado,Colorado Springs,Mystery Quests,Apocalypse - Cuban Missile Crisis,http://mystery-quests.com/
US,Colorado,Colorado Springs,Mystery Quests,Cave-In,http://mystery-quests.com/
US,Colorado,Colorado Springs,Planet Deadline,A Colorado Staycation,http://www.planetdeadline.com/
US,Colorado,Colorado Springs,The Greatest Escape Games,Rightful Heir,http://thegreatestescapegames.com/
US,Colorado,Colorado Springs,The Greatest Escape Games,Scandal,http://thegreatestescapegames.com/
US,Colorado,Colorado Springs,The Greatest Escape Games,Cabin Fever,http://thegreatestescapegames.com/
US,Colorado,Colorado Springs,The Greatest Escape Games,Magic Portal,http://thegreatestescapegames.com/
US,Colorado,Denver,Colorado Escape,The Heist,http://www.coescape.com/
US,Colorado,Denver,Colorado Escape,Prison Break,http://www.coescape.com/
US,Colorado,Denver,Epic Escape Game,Pikes Peak or Bust,http://www.epicescapegame.com/
US,Colorado,Denver,Epic Escape Game,Dorm of the Dead,http://www.epicescapegame.com/
US,Colorado,Denver,Epic Escape Game,The Mustache Thief,http://www.epicescapegame.com/
US,Colorado,Denver,Epic Escape Game,Toys in the Attic,http://www.epicescapegame.com/
US,Colorado,Denver,Epic Escape Game,The Other Side,http://www.epicescapegame.com/
US,Colorado,Denver,EscapeWorks Denver,The Big Game,http://www.escapeworksdenver.com/
US,Colorado,Denver,EscapeWorks Denver,Egyptian Tomb,http://www.escapeworksdenver.com/
US,Colorado,Denver,EscapeWorks Denver,Casino Heist,http://www.escapeworksdenver.com/
US,Colorado,Denver,Great Room Escape Denver,Zombie,http://www.greatroomescape.com/denver/
US,Colorado,Denver,King's Escape Room Denver,King's Escape Room Denver,http://kingsescaperoomdenver.com/
US,Colorado,Denver,Puzzah!,Tick Tock,http://www.puzzah.com/
US,Colorado,Denver,Puzzah!,The Steal,http://www.puzzah.com/
US,Colorado,Denver,Puzzah!,Kazam,http://www.puzzah.com/
